,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0
2545,2545.0,"Me de un chingo de risa, porque antes ni me hablaban, ahora que ando enculaduki hacen de todo para llamar mi atención. 🙄🤣",1,0,0,
2810,,"@lopezdoriga Este Imbecil y mediocre VEJESTORIO, no quiere Libertad de expresión, quiere Libertad de SILENCIAR a todos.",0,0,1,2810.0
2558,,@icabalceta29 Jajajsjajajajajja amor esa foto dios mío q dirán mis novios de eso!! te amo y te extraño gracias x todo🫶🏽🥺✨,0,0,0,2558.0
2621,,"@MXcuautl Apoyando la mediocridad, igual que tú felicidadeds campeón! Chula huevos del atlas",1,0,1,2621.0
2422,,"@RobertoMadrazo_ @LaydaSansores @alitomorenoc RATA CORRUPTA!
Antes de opinar con ese cinismo, híncate sobre vidrios para rogar al pueblo q te de el perdon por tus saqueos y corruptelas, 

DESCARADO CÍNICO!",0,0,1,2422.0
2882,,"@de_landeiro He de reconocer que me sorprende @AntonioMaestre 

Cuando piensas que no puede caer mas bajo, te pide el cubata para demostrar que si

Reconocer Ordoñez que es victima y culpable en una misma frase es mezquino",0,0,0,2882.0
949,,"Paso a paso del programa para la reducción de multas del SAT 📑 🛑

https://t.co/yC4heytyWo",0,0,0,949.0
5635,,@GuillermoE_HM @ChelseaFC Mucho trofeo y no demuestran nada. Equipo mediocre.,0,0,0,5635.0
4109,4109.0,"@Roberto00565890 @Jorod1973 Dio el número en SU espacio y a quienes lo estaban viendo. No lo puso en redes para que se multiplique y llegue hasta cuentas sapas que buscarán acosarlo más todavía.

Dejen de justificar semejante cabronada de esta cuenta.",1,0,0,
2778,,@umana_ronal puro viejo payaso y vejestorio inservible se ve ahi.. ahh y ladrones 🤜🤛🤡,0,0,1,2778.0
1514,,"Y así te recordaré, cómo la chica del Fiat uno blanco, mi novia la vecina, aquella, la mujer perfecta.",0,0,0,1514.0
1915,1915.0,"@avilena90 Es un gremio lleno de hipocresía, desde hace diez años estoy rodeado de ellos, el primero que me sorprendió fue Israel Rojas, ya en el 2014yo tenía ideas muy liberales y él me sacó su lado izquierdoso, toda una sorpresa para mí en aquel entonces",0,0,0,
1490,,"¿Qué putas le admiran a ese tremendo inútil, parásito, arrogante y prepotente?
Gente culebra, mierda, lameculos... https://t.co/oQUJxlUOpk",1,1,1,1490.0
4067,4067.0,"@contralinea @INEMexico @lopezobrador_ Jajajaa como les gusta apendejar chairos y molestar acomplejados y adoctrindos. Ganan eso por que asi lo autorizaron en las camaras, incluyendo la fraccion de los morenarcos.

Payasos hdp no hay justificación juridica para que no ganen eso.",1,0,1,
2406,,"@catrina_nortena Ay por Dios Meko Cortes, digo, perdón, @MarkoCortes ahora resulta que eres el judas y le das ultimátum a tu carnalito ""Brother"" del PRI @alitomorenoc , tan cínico y corrupto como son los dos.",0,0,1,2406.0
2772,,"@felix_el_gatox2 @CarlosLoret ¿Y eso que tiene que ver?
Ni que estuviera saludando a la mamá del chapo o dándole amparos a Caro Quintero como otro vejestorio",0,0,1,2772.0
3017,,"LO QUE SE ACABÓ ES TU CEREBRO, RATERO CHAUVINISTA. AQUÍ TE PODRÁN DAR LIKES TUS CÓMPLICES Y GENTE COMO TU, PERO QUE PAGARÁS LO QUE HICISTE A MEXICO Y A TANTÍSIMA GENTE ... NI LO DUDES, LO PAGARÁS. https://t.co/KAW0zLe6kf",0,1,1,3017.0
994,,"@lightsghostin En ningún momento minimice su salud mental, mi tweet tal cual habla sobre lo asqueroso que es ver a personas que sí lo hacen.",0,1,1,994.0
153,,@revistapolemon @lopezobrador_ No es solamente un pendejo,1,0,1,153.0
2608,,"Mira, se ofende sin decirle ni una palabra 🤣 https://t.co/wEyB4Cll5f https://t.co/yjGLX4LKeB",0,0,0,2608.0
5043,,"@MRCSCQ @AmerangelLorenz Eso de que ""nos iba bien"" fue puro cuento chino. Se endrogaron comprando de todo y llenandolo de todo tipo de sindicatos charros llenos de gente improductiva y eso causó la deuda externa de los 80s.

Aparte en estas viejas paraestatales la mayoria no podemos trabajar",0,0,0,5043.0
1464,1464.0,"@NEYmr Mi madre, le decía hacer fritanga, recuerdos gratos, de nuestra extensa, gama culinaria.",0,0,0,
3989,,"@FelipeCalderon Y tu que hiciste por el medio ambiente, che enano asesino, ya viste el documental de tus mmadas sobre los secuestros, y te empinaste ante el delincuente de nicolas Sarkozy,  che blandengue.",1,1,1,3989.0
1551,1551.0,"Mi mamá es la misma que me regala una bolsa en forma de dinosaurio de peluche, pero me dice que no me compre un bote de agua en forma de garrafón porque se ve muy infantil (?) XD",0,0,0,
2302,2302.0,@K_Marmota @NacionFantasyMx vamos a darle !!!! #NFFL3 división Soñadoras,0,0,0,
1497,,@FCristales Después que era LAMECULOS DE BUKELE ahora lo critica jaaa ya no lendieron un weso,1,0,1,1497.0
5082,,"Como verga van a andar diciendo que es seguro que tiembla el 19? Le preguntaron a las placas tectónicas o que ???

Pero si si me cuidan porque me desmayo",1,0,0,5082.0
1902,,"@PaulaBertol Si le aplicaremos esta ley a Rosario Murrillo no sale viva de la cárcel. Ella es la principal promotora del antagonismo que existe en el país. Solo veneno tira todos los día en su alocucion del mediodía, en los medios oficialista.",0,0,1,1902.0
2680,2680.0,@Eterna8340189 @xnanax53637022 @lolasan83447695 Todavía sigues ? Yo bloqueé hace rato 😂😂es como hechas agua a una palangana pichaaaa,1,0,0,
5968,,"@YoZhoy @APalaciosReal La @APalaciosReal Es súper 🐩e inteligente!!! Jejeje 

Debería haber un quien vive con la hipócrita de la 🌸 .... 

No lo crees???",0,1,1,5968.0
4218,,@AKAjotavilla @Nuvia_OuO Me da flojera insultarte no pierdo el tiempo con alguien q no vale la pena.,0,0,1,4218.0
2046,,"@garay_leopoldo @_PonchoDeNigris Está tratando de localizarlo, pedazo de retrasado...",0,0,1,2046.0
5746,,"Una de tantas lacayitas del autócrata —ésta bastante grotesca—, anuncia que no tocará más el tema del delincuente de Moreno. 

Ya lo “doblaron.” Hasta la próxima coerción, a ver cómo se comporta.

El demócrata y su transformación. risas payaso",0,0,1,5746.0
5412,,"@juventusfces Los últimos 3 partidos de serie a jugando con 4 defensas con centrales más rápidos y llegar a champions a amontonar medios y poner una defensa lenta contra una de las delanteras más rápidas de Europa, por dignidad que renuncie y se valla",0,0,0,5412.0
1087,,"@edu_faz Wey es Justo lo que digo. Pero bueno, no todos tienen esa consciencia",0,0,0,1087.0
2992,2992.0,"@poldyromano @frutaafresca @alanxelmundo Puno
Cañon del Colca 
Pisco
Chupe de camarón en la Nueva Palomino 😋
Picanterias
Etc .... 😍",0,0,0,
2780,,"@fernandeznorona Este vejestorio ya de todo se queja, que si su maleta en el aeropuerto, que si el precio excesivo, que si el mal sazon de los alimentos, que si el tiempo de espera, que si no hay lugar para estacionarse, que si no hay luz,.....
Ningún chile le enbona al mugroso de noroña....",0,1,1,2780.0
2543,,"@ToneInToyland Que congoja más hp, si hay un Dios en alguna parte estoy segura de que nos abandonó",0,0,0,2543.0
3868,,"@pardingo @alejogq_16 ¿Lo de tonto por que? Sin talento este tuit, Harry Styles es súper talentoso.",0,0,0,3868.0
1052,1052.0,"@arantzabombon chale, estás bien dañade, compañere.

No le pides nada a los fanáticos de Mussolini. 

Todo porque te subieron la renta del cuartucho que rentabas en la Roma-Condesa.

Si no te alcanza, hay cientos de colonias en la CDMX. 

De nada.",0,0,0,
2123,2123.0,"@MelissaPurrs Pnches FEMINAZIS,son tan miserables y tan mentirosas wey detenias la puerta para q no abrieran, porque tu lo consentiste. ¿Te golpeó para ir al baño? ¿Te amenazó? ""No, me llevo peda y si estoy peda es porque el macho opresor me embriagó"". Si no querías no hubieras tomado ¡burra! https://t.co/ayVZZFaUL1",1,1,1,
1103,1103.0,"@curiche_javier Gracias ,linda noche para ti.... https://t.co/uf2tI5Xb6z",0,0,0,
4254,4254.0,Ay quiero que me cagué un pájaro y que me quite está tristeza yaaaaa https://t.co/0gKpYO29UK,1,0,0,
3193,3193.0,"Ejemplos: Salinas Pliego, Slim, los Vázquez Raña, Azcarraga, etc. Ahí la cúspide del poder empresarial en México.

México y el problema del capitalismo de cuates @jorgeteilus

https://t.co/XiXyF7LQTk",0,0,0,
2825,2825.0,@ListinDiario El Penco dejó su enfermedad regada en ese partido 🤦🏻‍♀️ el 28 los espera 🤪,0,0,0,
2432,,"Totalmente de acuerdo. Por un momento creí q se refería a Monreal😇pero ése ya se quitó la máscara desde hace un buen tiempo. Solo q edta acostumbrado a pegarse a la ubre y mientras pueda, seguir sacando provecho en MORENA. Cínico el rechiflado Monreal.
LQM🌹 https://t.co/TDBCzox1R7",0,0,1,2432.0
4539,,"Algo que nunca imaginamos posible y que hoy se ha hecho realidad. Por su notable actuación el día de hoy, Alexis Saelemaekers sube al header de esta jornada Champions junto a los consagrados.

Guárdenlo, que no sabemos cuándo pueda volver a ocurrir 🤣🔴⚫ https://t.co/ib65FS3Ely",0,0,0,4539.0
3051,3051.0,"hoy villa me está haciendo caldito de pollo para la semana, quiero mucho solo a dos (2) heteros 😤 https://t.co/NQwHS0SgwP",0,0,0,
3020,,@RMendezRuiz @XinicoSandra @FCTGuatemala Sin cerebro pero con kk en la cabeza.,0,0,1,3020.0
3813,3813.0,@WilliamSorianoH @AlexiaRivasG1 Que hombre más asqueroso 🤢!,0,0,0,
3820,,"@yosoypaulinav ....la tóxica nada más necesita un pretexto tan tonto como un
No sé!!!

Y se deriva de su inmadurez emocional y poca tolerancia a la frustración....

Un hombre tambien puede decir 
Esta relación no me gusta
Y marcharse y ahí se desata el monstruo que llevan dentro....

Existen... https://t.co/PXeFkQTlxa",0,0,0,3820.0
4348,,@alfredodelmazo #SeguimosDandoResultados  #5toInformeEdoméx muy buen trabajo ojalá se continúe con esos apoyos a quien lo necesita,0,0,0,4348.0
662,,@MariettoPonce ...y pendejos hay muchos.,1,0,0,662.0
1888,1888.0,"@Chivas @chivas creo que después de perder con el mazapán, más vale no decir nada...
#arribalaschivas",0,0,0,
4951,,"@JOSMiguelGmez99 @Tales_Shergiock Es de esperar tienen muchos años decepcionando en estos eventos lo único bueno que han anunciado fue Arise mismo (y fue en un E3 es decir que eventos menores no enseñarán nada) yo no tengo esperanza de nada, pero si anuncian algo ya seré el primero en gritar feliz",0,0,0,4951.0
2177,2177.0,"Me la mame con mi pelo, parezco duvalin 😵",1,0,0,
2279,,@RicardoMonrealA @lopezobrador_ Para que lleguen rémoras como tú y tu achichincle el bigotes de bagre a colgarse del movimiento.  Sáquese culero!! https://t.co/Pr5ymTMvAT,0,0,1,2279.0
1293,1293.0,CONECTOR GIRATORIO DEL TUBO DE OXÍGENO en Distrito Capital disponible para donación. Solicítelo ingresando a este enlace --&gt; https://t.co/96AcvmVza4.,0,0,0,
187,,@AdastraRegalado @MyriamMonteCruz @AdastraRegalado MEJOR POR QUE NO VAS A REIRTE DE TU MADRE IMBÉCIL,0,1,1,187.0
474,474.0,"@foresttffire Definitivamente, casi 80 por una cajetilla es un gasto que da codo Jajaja",0,0,0,
3305,3305.0,@JessikaAE4 Amén 🙏 .. estoy medio dormido de primera impresión creí q eso eran guineos 🤦🏽‍♂️.. bn día 🤙🏽,0,0,0,
3245,3245.0,"@TerrorRestMX La ética y la moral no son lo mismo, se entiende lo retórico de tu pregunta, pero... bueno, mejor no te girlsplaineo.",0,0,0,
3552,,Que bueno que quitaron los cubiertos con tanto hampón se los llevan!!! De qué hablarán? De la madriza que se llevaron en la elección pasada? O de quien se hará cargo de los negocios del Gato!! #LosTraposAlSol @PRI_Nacional https://t.co/qZpDn4Yv3V,0,0,1,3552.0
3121,3121.0,"@LuisCardenasMx @MVStvOficial @JuanIZavala @HernanGomezB @SEP_mx @hernangomezb es un pueril. Podría por una única ocasión dejar de ver al pasado y asumir una crítica a esta administración. 

@LuisCardenasMx pon a alguien con un mínimo de capacidad argumentativa.",0,0,0,
3125,3125.0,"@NosJamas @FlordeYl Como me aguanta, quien? Cuantos años tienes? Tienes una conversación muy rara, pueril.",0,0,1,
4647,4647.0,"Hijo yo no tire ese oso?

SERMIN EXPONIENDO VIUDAS #Zuleyha https://t.co/atlU3rUsMU",0,0,0,
819,819.0,@AniArteSa Puntito chismoso: *,0,0,0,
3382,3382.0,Nos limitaron a decoraciones… así que no esperen mucho en este nuevo salón 🥲 no quedará como quería … GRACIAS!!! 😭,0,0,0,
3653,3653.0,@F_Rodriguez_B @juanma_rguez @FCBarcelona_es No se cuánto mide porque no soy un traga pollas como tú comprenderás 🤣🤣🤣,1,0,1,
2891,,"AJVA denuncia ante Cultura los daños y acumulación de “basura, maleza y restos de todo ... https://t.co/w2lQYUfA63",0,0,0,2891.0
4936,4936.0,"@AlexiaRivasG1 @ILoveCalifas Jajajaja solo allí, hay más personas que los plantones que se inventan los terengos pera pedir por sus pandilleros, jajajaja 😂🤣🤣",0,0,0,
3339,3339.0,Y así acaba el fin de semana y debemos volver a nuestra programación habitual.,0,0,0,
2168,,@Littlecharles16 @Miviejotorreon Yaa abia de a color,0,0,0,2168.0
67,,Tengo que fumar esa mierda para olvidar el pain,1,0,0,67.0
4638,,"Soy hierba mala, de esa que nunca muere pero sí marchita",0,0,0,4638.0
1021,,@ElvinHernndez7 Invito a tu mama va 💁🏻‍♂️ tu que perro.,1,1,0,1021.0
1202,1202.0,Continúo sin encontrarle sentido a este enchufe 🤨 https://t.co/O5QZ3B3dYY,0,0,0,
1015,1015.0,@juncalssolano @lopezdoriga @LaydaSansores Copión!,0,0,0,
5052,5052.0,Hoy es un buen día para putear. 😌👌🏼,1,0,0,
275,275.0,@Roger_Retana Ya ni eso creo; puro chantilli barato eso es este blandengue. 2 gobiernos PAC y un gobierno q nos va a terminar de mandar a la verga,1,0,1,
2848,2848.0,"@vjmc Usted no ha entendido el cambio cultural rojo. En comunismo los únicos q son educados en el extranjero son los hijos de los líderes; para los hijos del perraje sólo analfabetismo funcional y miseria, adoptrinándolos para q a los únicos ricos q acepten se a ellos, sus amos rojos. https://t.co/7ZUPCFiPnB",0,0,0,
4871,,En verdad me gustaría jamás haber nacido,0,0,0,4871.0
4801,4801.0,"Que mierda es esta que veo un mensaje de que me mete esto en una mierda lista de tontos útiles...para que si voy con dos copas de más me cague es su puta madre, que es lo que me gusta..pero ya no existe.

¿Eso es para montar jaleo en mi bar?

Ya veo cómo funcionan está mariconada",1,1,1,
3414,3414.0,“Descubrí que mi mamá cobra para que le lengüeteen el sapo y me siento culpable” https://t.co/0Y9ZhPFMXD,1,0,0,
5166,,@elpanatibu 🤣🤣🤣🤣 Cdsm jajajaja….. ahora le tocará jalar bolas a ver si le dan un chance,1,0,1,5166.0
4719,,@RastaHavana @Ryuu_Samurai666 hola buenos dias,0,0,0,4719.0
3313,,"@jtfranco20 @CelsGenner @DiegoDidago A no esque eres un idiota jajaja y no sabes la regla 12 y las faltas que son sancionadas con tiro libre directo jajaja, pero te digo, soplar no es una jajaja yo no sé para que pierdo tiempo con gente que le gusta el fútbol pero no sé sabe ni el reglamento jajajajaja",0,0,1,3313.0
3783,3783.0,"@bancamiga @karina_yira Buenos días, estoy desesperada mi punto de venta está igual que debo hacer",0,0,0,
2218,,"@MtyCheck @joluisgarcia A quejarte y ellos mandan directo a la cuadrilla, y Oh sorpresa, ellos no tiene reporte de nada porque Mesa de Control no les ha pasado nada, ellos dependen directamente de Mamarracho Barragán...",0,0,1,2218.0
473,473.0,"@Javi_v4z @vampipe Esos medicos de farmacia, generalmente son medicos que trabajan mientras esperan su examen para entrar a la especialidad. Aun que hay otros que se quedan a trabajar y debería ser mayor la paga. Es mas cara una cajetilla de cigarros que la consulta",0,0,0,
2420,,"@GlodeJo07 @Ricky137504 Es cínico…
Es mentiroso…
Es perverso…
Es… ¡de miedo! https://t.co/igBvFD0MJp",0,0,1,2420.0
3974,,"@jguaido y mi hablar del inmemso daño que esta. oposicion farsaria y prostibularia nos ha hecho a nosostros con su blandengue actuacion, vendiendi nuestra patria al regimen a cambio de migajas del pastel llamado Venezuela.. o no?",0,0,1,3974.0
4404,,"@McFlurryMx @offensiveprank Mira subnormal,literal lo primero que expreso es mi duda ante el irrespeto hacia los ciclistas,luego los problemas que éstos últimos provocan en la vía y al final que debería haber mas respeto. Si lo quieres mas claro espera a traducirlo a chimpancé,a ver si así entiendes",0,0,1,4404.0
4466,,"@William_Lz @DianeParedes Jajaja eso si, tu salud mental y la relación con tus papás mejora un vergo, la salud económica no Jjqjajaja 😂",1,0,0,4466.0
2941,,"SONRÍES MÁS A MENUDO, ¿cierto?
✨🌞✨🌞✨🌞✨🌞

Discípulo: ¿Maestro que hacía ud. antes de la iluminación?
Maestro: hacia la comida, barría la casa y sacaba la basura.
Discípulo: ¿y ahora que es un maestro iluminado qué hace?
Maestro: Hago la comida, barro la casa y saco la 🗑️ https://t.co/Ov02lHTDvr",0,0,0,2941.0
4633,,Es solo un mal momento no una mala vida💆🏻‍♀️,0,0,0,4633.0
2330,2330.0,@saritapistolera Cualquier cosa mala que haya en mi vida ya no importa porque Maruja tiene su anillo y volvio a bailar con su amor. Lloro,0,0,0,
209,209.0,Hoy termine la noche pijeando y con bajonazo de arroz con pollo,1,0,0,
5496,,"@elsalvador @InformaTVX @nayibbukele Sería bueno que ""Ronal mil mañas "" también participe para verlo salir con el rabo entre las piernes y su cara de frustracion que no sacará ni el 0.03% de votacion porque a él se le olvida que el pueblo lo recuerda como un ladrón del PDC. Jamás le llegará a los talones al PRESI😆",0,0,0,5496.0
1887,1887.0,@Chivas @EstadioAKRON Y ahora sí van a preparar algo o nomás van a salir a pasear por la cancha como siempre?,0,0,0,
266,,@revistapolemon @lopezobrador_ Pues es lo que pregonó este inepto por muchos años y ahora por sus intereses personales cambió de opinión,0,0,0,266.0
4986,,"Cómo las impresoras 3D cambiaron el mundo

Vía @nategentile7 

https://t.co/MXjVZ6UbWQ",0,0,0,4986.0
4352,4352.0,"no tengo la suerte que dicen q tengo, me he chingado un vrg y ni enterados estan, de una u otra forma cada acción y pensamiento que he tenido me han traído a donde estoy, así q no es suerte, q lo pinte bonito es otro pedo, no hay q menospreciar si no saben el esfuerzo detrás de",1,0,0,
5780,,"@JJDiazMachuca @CarlosVZenteno Este pendjo oportunista quiere repetir seguramente casos como el fachoso de Antonio Attoline que salió del nefasto grupo de yosoy132, lo único de este Chairo es que la ciudadanía no se traga el mismo cuento 2 veces! No se convertirá en paladín de Morena!",1,0,1,5780.0
1998,,¡Qué jugador es Don Federico Valverde! 🤍,0,0,0,1998.0
666,666.0,@Iztac_goddess yo ni sé como pasé esa materia y solo sé que sen= cateto opuesto sobre hipotenusa,0,0,0,
5421,,"@LaydaSansores Póngase a gobernar y deje de hacer un espectáculo de los cientos de ladrones qué hay en México. No me diga que usted tiene las manos limpias, porque no es así.",0,0,0,5421.0
5398,,"📲#LJAComparte | Las nuevas generaciones tomarán la bandera de las prerrogativas inalienables para la realización de la dignidad humana, señaló Ricardo César Pérez Manrique
              
La nota completa aquí ✍️ https://t.co/ByajvB6pXt",0,0,0,5398.0
5645,,A exhibir a los TR41DOR3S y amigos del mediocre Monry @RicardoMonrealA https://t.co/STdeEdIowk,0,0,1,5645.0
2191,,iPhone 6s de 64Gb en Q1699. Y de 32Gb Q1599 disponible en color Silver y rosa 🤟✌️👈 en Planeta Giordano Celulares y Mas https://t.co/FE6PDcJS4b,0,0,0,2191.0
1286,,"Si mi hijo sale fifas, le ayudo a pegar las estampas del álbum del mundial",0,0,0,1286.0
1850,,"Cuando era Ministra de la SCJN me dio clases en 2 semestre cuando yo era estudiante de Leyes. Provocado en mi respeto y admiración. Hoy como ministra en retiro y senadora me provoca repudio, asco y vergüenza. https://t.co/FHLl3BzHN4",0,0,1,1850.0
5085,,Nomas no muy verga,1,0,0,5085.0
3941,,"@robertocardgz @RubiBobadilla @SSeguridadJal @PabloLemusN @PoliciaGDL Si le dices que le pone mucho suavitel a sus blusas, blandengue, chamaco ruco, señorita con varita, tiktokero naranja, reguetonero (no canta, no baila pero qué chingón se la pasa de gira), es muy posible que si...",1,0,1,3941.0
5121,5121.0,a cómo voy creo que toca otro año disfrazándome chistoso y no puton,1,0,0,
625,,"@_VicenteSerrano La vergüenza es para el CBTIS. Una 💩 como tú no mames!! No tienes educación y por eso cromas sables, se entiende que no te alcanza para más, pero que lo quieras vender como que has logrado algo importante, es lo indignante… es como si una prostituta presumiera sus cogidas!! 🐷",1,1,1,625.0
1688,1688.0,"Este desgraciando ladrón, guabina y traidor donde se meta seguro seguirá en contra de Venezuela. #DevuelvanElAvion @dcabellor @NicolasMaduro https://t.co/jrVpKJ19tN",0,0,1,
1313,1313.0,"@HctorOso1 Acabaste en eso ? No hay más argumento ?   Para eso me gustabas , un endejo más del basto mundo facho.",1,0,1,
2155,2155.0,@FJG_TD Es el capo de mafia marsellés,0,0,0,
5321,,"@CHAVADOR71 @TheFuckn Pero es diferente por que tu lo puedes hacer derretido, vieja coda.",0,0,1,5321.0
5436,,"Detienen a ladrones del ACIM, cazaban a sus víctimas en las casas de cambio del aeropuerto https://t.co/rBDx145qEl",0,0,0,5436.0
5265,,¿Qué esperan hijos de perra? @pxndxmusic https://t.co/DYU7gbTmxC,1,0,1,5265.0
4033,,@freddyzur Un venezolano con una camiseta de la selección de Colombia 🤣🤣🤣🤣 para mí que es uno de los inútiles que se fueron por el tapón del Darién pero tenían tiempo en Colombia viviendo de lo mismo pedir y dijeron aquí en gringolandia es más papayita la Vaina.,0,0,1,4033.0
864,864.0,"El que no conoció a Remolino a cualquier pendejo le reza pobres Diablos ...

Remolino el chombo hondureño de honduras .",1,0,1,
205,,"@JorgeLuisMR17 Espero que no estés hablando en serio Kokis, porque pareces imbecil jaja tqm",0,0,1,205.0
4337,,"@cesarferalico Tal cual César , todo viene por la reserva del medio hermano de Flightline en vísperas de la subasta y distintos puntos de vista emitidos en la red . Ojalá uno estuviera en esa disyuntiva , yo tengo clarísimo que haría . Gran abrazo .",0,0,0,4337.0
1805,1805.0,"@jet1403 Teacher: 
Triple 
Elemento que da 
Asco 
Comúnmente del 
Hocico y es 
Evidentemente 
Ratero.",0,0,0,
1157,1157.0,@pseudodictador @GlodeJo07 No veo parecido de Lopitos un enano y el gran Fidel.https://t.co/lqb2Ol0H3Z,0,0,0,
4296,4296.0,"No entiendo cómo semejante imbécil puede ser seguido por mas de 200,000 personas. ¡Tengan criterio, carajo! A este imbécil ni le importan, le importa QUE LOS EXPLOTEN Y PAGUEN UNA MADRE. https://t.co/rMss6xRkwc",1,1,1,
5214,,HAZAAAARD por fin gordo pelotudo,1,0,1,5214.0
1852,,@RommyVanegas que asco se ve eso xD!!!!,0,0,0,1852.0
629,,"@PortillogMayra Puede ser, la pregunta que tienes que hacerte es: ¿ganará México con eso?",0,0,0,629.0
4051,,Me cae que aveces no se dan cuenta como te hacen sentir los pinché hombres inútiles,1,0,1,4051.0
2271,2271.0,-Santiago Giménez cada que hace cornuda a su marimacha. https://t.co/3TbjISKw08,0,0,0,
502,502.0,"@danycaarbajal Yo me agarré un día con mi esposo literal echados en un camastro en la orilla de la playa todoooo el díaaaa enterooooo, y sin duda fue mi día favorito allá jajaja",0,0,0,
1130,1130.0,"Mientras continúen llamando “comedia impropia” al discurso de odio clasista, misógino y despectivo, los standuperos mexicanos seguirán siendo unos imbéciles.",0,0,1,
5764,,@mexicoanalytics La impunidad convierte en valiente al delincuente,0,0,0,5764.0
2836,2836.0,"@ing_meissner Tip: El cilantro tiene raíz, el perejil no.",0,0,0,
801,801.0,"No mamen no saben lo feliz que fui en ese viaje a Zacatecas 🥺, la amistad tan chingona que hice con mis tres compañeros de habitación es de otro mundo, lit no saben la conexión chingana que hicimos 🥹🥹.
Ojalá no hubiera acabado ese viaje 😔",1,0,0,
3101,,@Majo181118 Que hdp🤬🤬🤬,1,0,1,3101.0
5026,5026.0,Mis hijos tienen un putamadral de juguetes y su hija estoy seguro los necesita más en este momento.,1,0,0,
2976,,"Basura de la historia, verguenza nacional... https://t.co/GwH9aZ0zDF https://t.co/ZVNebXtnGG",0,0,1,2976.0
3852,3852.0,@AreliPaz @jvlopez @TorrucoTurismo Jajajajajajajajaja !!!! Cómo el video del hijo borracho de videgaray hacen las mismas mañas,0,0,0,
1349,1349.0,"La reina de “Nuestra Belleza Latina” expresó su alegría por el triunfo de Cesia Sáenz en “La Academia”.
https://t.co/Ko10v7UvCa",0,0,0,
1557,1557.0,Me di cuenta que la creatina funciona porque no me cansé subiendo el garrafón del agua al tercer piso 🤣🤣,0,0,0,
5680,,@V7Emilio @fran91246 @rul_og @Mechupas3000 @TigresOficial @PatonGuzman @jpvigon Por favor el América fue al mundial y lo elimino un equipo chino en el primer partido 😂😂😂,0,0,0,5680.0
5094,,@PrimeLautaro yyy nunca está de más comerse una buena verga,1,0,0,5094.0
3627,,@Apperisima1 @robertos62 @MNdeAviles @luisabinader @IsaPavel Lo excelente de hablar de forma inclusiva es que te muestras como un mongólico expresándose. https://t.co/R2ySWp3JIf,0,0,1,3627.0
3985,,"“No es necesario que la gente tenga que desobedecer”.

Blandengue. https://t.co/XjFc0dJLaK",0,0,1,3985.0
661,661.0,"@DeLaCalleHum Bebé a los 76 años da deberías es estar en un campo, leyendo, disfrutando de la paz y serenidad de los días sin agites y allá en esa casucha llena de tanta maldad, tranquilidad no vas a encontrar, retiráte bebé.",0,0,0,
3690,,"@FerCevallosF @RaoulPolloOrtiz @RusoEl23 @mimoelaguila @RafaMLOficial No se quien le dijo a este tipejo que es periodista o analista o comentarista, es un porrista mediocre que  siempre queda como un payaso, un ejemplo toda la semana diciendo que el monterrey estaba arriba del America y tomala a llorar a su casa",0,0,1,3690.0
1775,,"Prioridad alta, nivel: 👍👍 https://t.co/QbsGhgvYMt",0,0,0,1775.0
64,64.0,"@qtf nena tu te vez hermosa siempre, verde, azul, amarillo, negro o sin pelo, ERES UNICA Y HERMOSA!!!!",0,0,0,
2338,2338.0,Por lo menos hice el intento,0,0,0,
1907,1907.0,"Oigan, a qué le tira este español izquierdoso, un asco compartir nombre con este cuate...(Pásenle la constitución) https://t.co/oPbpaPkEgT https://t.co/2NnZEAR8Cu",0,0,1,
4125,,"CON COJOLITES A LA CABEZA, PRESENTAN EL CONCEPTO ´JAROCHO SOUND´ DE LA MANO DE ONE RPM | 
https://t.co/qgwh3hapds",0,0,0,4125.0
1876,1876.0,"@ChumelTorres Para que entiendas vetusto infantiloide lo que el enano asesino ese que te encanta lamer sus patas despertó para quitar la atención del robo de la presidencia pero tú de tapete de el y del burro nieto, ahora ogt deberías algún día hablar de eso pero como buen puñ3tas no lo harás.",1,1,1,
1739,1739.0,@LaChiquisYareli Los perros vestían gorras guinda con las letras Morena y desayunaron chayote y frijol con gorgojo…,0,0,1,
1125,,"Ni modo wey, díganme mamona pero nunca he tomado kosako",1,0,0,1125.0
479,,"#ComunicaciónPopular
La sumisión de los gobiernos de Europa a EEUU la están llevando a una crisis sin precedentes a viejo continente y los pueblos están respondiendo https://t.co/OI2S9CT0Dv",0,0,0,479.0
2523,,En fin tengo covid 😭 Dios ya elige a otra guerrera please,0,0,0,2523.0
4675,,@JLozanoA @SenadoresPRI @GPPRIDiputados Lo que deberían de hacer es desconocer a @alitomorenoc y nombrar otro dirigente. Ya es insostenible.,0,0,0,4675.0
642,642.0,@Manoliz1 @VerdugoBLANCO @elsanavabitche @leobardorj @CarmenMariaPB_ @AnaLauraME_ @AngelRivera_4 @aguilar_ernest @PartidoMorenaMx @infpmorena @MorenaSiPuebla @RiveraVivanco_ @MorenaEnPuebla @Fer_Manzanilla @soprano_tonny @RafaMorenoValle Ustedes puro pasto y cáscara de plátano...,0,0,0,
